Region,Employment Status
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Unemployed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Unemployed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
